Region,Districts,TA,EPA,Constituency,GVH,Village,Organisation_Name,Organisation_status,NYCOM_Affiliate,Total_Males_staff,Total_Females_Staff,Focus_AREA,Focus_AREA_Economic,Focus_AREA_Climate_Change,Focus_AREA_Education,Focus_AREA_Health,Focus_AREA_Gender_SocialProtection,Focus_AREA_Agriculture,Focus_AREA_Governance,Economic,Economic_Small_scale_Mining,Economic_MSMEs,Economic_Group_Economies,Economic_IGAs,Economic_Financial_literacy,Economic_Energy,Economic_Transport,Economic_Creative_Industries,Economic_Digital_Skills,Economic_Tourism,Climate_Change,Climate_Change_Environment,Climate_Change_Climatechange_mit,Climate_Change_ClimateJustice_advocacy,Climate_Change_Climatechang_adapt,Climate_Change_Capacitybuilding_training,Climate_Change_Research_innovation,Education,Education_ECD_CBCC,Education_Literacy_language,Education_IEC_Media,Education_VocationalskillsTraining,Education_Arts_craft,Education_Leadership,Education_Cultural_values,Education_Library_service,Education_ICT,Education_Guidance_councelling,Education_STEAM,Education_Foundational_Learning,Education_Inclusive_Education,Education_Schoolhealth_nutrition,Education_Schoolleadership_mangnt,Education_Bursaries_Scholars,Education_Adult_Literacy,Education_Functional_Literacy,Education_Advocacy,Health,Health_HIV_AIDS_STIs,Health_CSEoutofschool,Health_SRHR_Fistula,Health_SRHR_YFHS,Health_SRHR_Familyplanning,Health_Humanitarian_response,Health_Access_SRHR_Vulnerablegrps,Health_Maternal_Health,Health_Peer_Education,Health_SubstanceUse_Abuse,Health_SocialBehaviourChange,Health_MentalHealth,Health_PplLivngwithHIV,Health_WASH,Health_Advocacy,Gender_socialP,Gender_socialP_Gender_equality,Gender_socialP_children_rights,Gender_socialP_Women_girlsEmpowerment,Gender_socialP_Women_rights,Gender_socialP_child_protection,Gender_socialP_youth_childdev,Gender_socialP_Behavior_change,Gender_socialP_Elderly_care,Gender_socialP_Guidance_councelling,Gender_socialP_Resource_centres,Gender_socialP_Orphan_Care,Gender_socialP_Advocacy_policyAdvocacy,Gender_socialP_GBV,Gender_socialP_Adult_literacy,Gender_socialP_Communityskilldev,Gender_socialP_EndingChildMarriages,Gender_socialP_Trad_CulturalPractices,Gender_socialP_TraffickingPersonsPrevention,Gender_socialP_Communitypolicing,Governance,Governance_PoliticalParticipation,Governance_CivicParticipation,Governance_Advocacy_Lobbying,Governance_DemocracyPromotion,Governance_HumanRightsPromotion,Governance_Networking,Governance_Leadership,Agriculture,Agriculture_AgricProd_Productivity,Agriculture_Food_NutritionSecurity,Agriculture_Agribusiness,Agriculture_Sustainabledev,Agriculture_AgricResearch_Innovation,Agriculture_Advocacy,Mission_Statement,Vision,Total_Male Beneficiaries,TotalFem_Beneficiaries,Males_withdisabillity,Females_withdisabillity,Males_disclosedHIVstatus,Females_disclosedHIVstatus,Board_Meeting,Executive_Meeting,Organisation_Meeting,IGA_Activity,Areas_ofimprovement,Areas_ofimprovement_Health,Areas_ofimprovement_leadership,Areas_ofimprovement_Entrepreneurship,Areas_ofimprovement_M_E,Areas_ofimprovement_ICT,Areas_ofimprovement_Vocational,Areas_ofimprovement_Finance,Areas_ofimprovement_Administration,Areas_ofimprovement_Communication,Areas_ofimprovement_Procurement,MRA_Reg_Cert,Ngora_Reg_Cert,Congoma_Reg_Cert,Registrageneral_Reg_Cert,Youthcoop_Reg_Cert,MBS_Reg_Cert,MSME_Reg_Cert,Challenges,Challenges_Access_to_Land,Challenges_Finances,Challenges_Capacity_Building,Challenges_Lack_Systems,Challenges_Regulatorybody_registration,Challenges_ResourseMobilisationTechiniques,Challenges_Markets,Challenges_Networking_Partnership_building,Challenges_Leadership,Latitude,Longitude,Altitude,Accuracy
South,Machinga,TA Nyambi,Nyambi,Machinga north east,Nkapa,Nkapa,Nyambi youth organisation (NIYO),Active,Yes,10,12,Climate_Change Education Governance,0,1,1,0,0,0,1,,,,,,,,,,,,Climatechange_mit,0,1,0,0,0,0,VocationalskillsTraining,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HumanRightsPromotion,0,0,0,0,1,0,0,,,,,,,,"To create an enabling environment for the society that enhances analysing, planning and dealing with their own problems using a participatory approach",A developed society with full knowledge of their rights and responsibilities for sustainable development,6,12,0,1,0,1,Quarterly,Monthly,Quarterly,Individual contributions,Health M&E,1,0,0,1,0,0,0,0,0,0,Pending,No,No,No,No,No,No,Finances Capacity_Building Regulatorybody_registration,0,1,1,0,1,0,0,0,0,-14.6931528168611,35.5707326989614,887.2,4.4
South,Balaka,TA Msamala,Bazale,Balaka north,Pulula,Kadengwe,Springs of hope youth organisation,Active,Yes,4,3,Economic Climate_Change Education Health Agriculture,1,1,1,1,0,1,0,Group_Economies IGAs Financial_literacy,0,0,1,1,1,0,0,0,0,0,Environment,1,0,0,0,0,0,Inclusive_Education,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,SRHR_YFHS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AgricProd&Productivity Agribusiness,1,0,1,0,0,0,To empower young people economically and socially,Creating a sustainable future for Malawian youth through skills development and financial support,125,126,0,0,0,0,Quarterly,Monthly,Biannually,"Cooperative (soya production), selling of bags",Finance Administration,0,0,0,0,0,0,1,1,0,0,Yes,No,Yes,Yes,Yes,No,No,Finances Lack_Systems ResourseMobilisationTechiniques,0,1,0,1,0,1,0,0,0,-14.979948,34.9629326,613.5,4.8
South,Balaka,TA Msamala,Bazale,Gwagwa,Mpulula,Kandegwe,Foundation for civic education and social empowerment,Active,Yes,4,6,Economic Education Health Gender&SocialP Governance,1,0,1,1,1,0,1,Financial_literacy,0,0,0,0,1,0,0,0,0,0,,,,,,,,VocationalskillsTraining ICT,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"HIV,AIDS,STIs SRHR_Familyplanning",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,Elderly_care Advocacy-policyAdvocacy GBV,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,PoliticalParticipation Advocacy&Lobbying,1,0,1,0,0,0,0,,,,,,,,To engender holistic positive transformation in the lives,"We envision a Malawi where every young person m regardless of their background , has the opportunity to  thrive and contribute meaningfully to society",240,3320,0,2,0,0,Biannually,Weekly,Weekly,N/A,Finance Administration,0,0,0,0,0,0,1,1,0,0,Yes,Yes,Yes,Pending,No,No,No,Finances Regulatorybody_registration ResourseMobilisationTechiniques,0,1,0,0,1,1,0,0,0,-14.990494,34.9622587,615,4.9
Central,Kasungu,TA Chisemphere,Kaluluma,North north east,Sopani,Sopani,Ngwalusungu youth organization,Active,Pending,7,4,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs,0,0,1,1,0,0,0,0,0,0,Climatechange_mit Climatechang_adapt Capacitybuilding&training,0,1,0,1,1,0,ECD&CBCC VocationalskillsTraining Arts_craft Leadership Cultural_values Guidance_councelling Inclusive_Education Schoolhealth_nutrition Bursaries_Scholars Advocacy,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Humanitarian_response SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,0,0,1,1,1,0,0,0,1,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Guidance_councelling Resource_centres Orphan_Care Advocacy-policyAdvocacy GBV EndingChildMarriages Trad&CulturalPractices TraffickingPersonsPrevention Communitypolicing,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev AgricResearch&Innovation Advocacy,1,1,1,1,1,1,"Promoting of good policies and cultural, regions belief for the betterment of marginalized youth and children especially girls",Communities where all youth and children especially girls are preserved fairly and live in distinguished life,512,382,20,8,60,100,Monthly,Monthly,Weekly,Farming,leadership Entrepreneurship,0,1,1,0,0,0,0,0,0,0,No,No,No,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-12.6797286925218,33.5260596146016,1173.7,3.6
Central,Kasungu,STA M'Nyanja,Kaluluma,Kasungu North North East,Wembe,Wembe,Umodzi Empowerment Organization,Active,Pending,7,3,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,MSMEs Group_Economies IGAs Financial_literacy Digital_Skills,0,1,1,1,1,0,0,0,1,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training Research_innovation,1,1,1,1,1,1,ECD&CBCC Literacy&language IEC&Media VocationalskillsTraining Leadership ICT Guidance_councelling Foundational_Learning Inclusive_Education Bursaries_Scholars Adult_Literacy Advocacy,1,1,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Peer_Education SubstanceUse&Abuse MentalHealth PplLivngwithHIV WASH Advocacy",1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Elderly_care Guidance_councelling Advocacy-policyAdvocacy GBV Adult_literacy Communityskilldev EndingChildMarriages Trad&CulturalPractices TraffickingPersonsPrevention Communitypolicing,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,AgricProd&Productivity Agribusiness Sustainabledev AgricResearch&Innovation Advocacy,1,0,1,1,1,1,"Tomorrow provide awareness campaign resources security and trainings to individuals, community,","To be champion in child protection youth development and gender equality at community, national and international level",3000,3000,500,500,500,500,Quarterly,Annually,Monthly,Business,M&E ICT,0,0,0,1,1,0,0,0,0,0,Yes,Pending,Pending,Yes,No,No,No,Finances Regulatorybody_registration ResourseMobilisationTechiniques,0,1,0,0,1,1,0,0,0,-12.7050281,33.4910086,1184.4,5
South,Machinga,STA Nsanama,Mbonechela,Machinga central,Ngomba,Ngomba,Takondwa youth organisation,Active,No,13,17,Climate_Change Health Agriculture,0,1,0,1,0,1,0,,,,,,,,,,,,Climatechange_mit Capacitybuilding&training,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,"HIV,AIDS,STIs SRHR_YFHS MentalHealth",1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AgricProd&Productivity Agribusiness,1,0,1,0,0,0,To be the most reliable NGO to young people,Respect for the environment and for sustainable national development,24,39,0,0,0,0,Quarterly,Monthly,Weekly,"Business, selling goats",leadership Vocational,0,1,0,0,0,1,0,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building Markets,0,1,1,0,0,0,1,0,0,-14.9461890424039,35.5070547786739,685.9,4.8
South,Machinga,STA Nchinguza,Napeya,Machinga east,Mchunguza,Frank,Youth Response for social change,Active,Yes,11,5,Economic Climate_Change Education Health Gender&SocialP Governance,1,1,1,1,1,0,1,IGAs Financial_literacy,0,0,0,1,1,0,0,0,0,0,Climatechange_mit Climatechang_adapt,0,1,0,1,0,0,VocationalskillsTraining Inclusive_Education Bursaries_Scholars,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,"HIV,AIDS,STIs SRHR_YFHS",1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Gender_equality Women&girlsEmpowerment EndingChildMarriages,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Advocacy&Lobbying Leadership,0,0,1,0,0,0,1,,,,,,,,"We exist to enrich the social and economic leadership of girls, women and youth through human centred approach.","A society where every girl, every woman feels safe and accounted for and empowered",532,733,13,11,0,0,Quarterly,Monthly,Weekly,Farming,Entrepreneurship ICT,0,0,1,0,1,0,0,0,0,0,No,Yes,Yes,Yes,No,No,No,Finances Lack_Systems ResourseMobilisationTechiniques,0,1,0,1,0,1,0,0,0,-14.9760105597109,35.8689787471438,635.8,4.8
North,Nkhatabay,TA Mkumbira,Nkhatabay,Nkhatabay central,Mng'ona 1,Chindozwa,Youth Empowerment for Community Transformation,Active,Pending,14,13,Climate_Change Education Health,0,1,1,1,0,0,0,,,,,,,,,,,,Environment Climatechange_mit,1,1,0,0,0,0,IEC&Media Bursaries_Scholars Advocacy,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,SRHR_YFHS SRHR_Familyplanning,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"To reach out and empower Youth by proving them with skills and knowledge on issues of gender,human rights, environment, information communication technology,education and health through initial support cooperation among Youth in the communities,contributing to the diversification of economy that will lead to better Malawi.","To provide clean environment,good sanitation,well trained Youth with ict skills,well transformed communities with self reliance and empowered Youth.",1747,1188,5,0,20,7,Quarterly,Quarterly,Monthly,ICT digital skills and post cards by using waste management and bracelets as well as selling T shirts,Finance Administration,0,0,0,0,0,0,1,1,0,0,No,No,No,No,No,No,No,Finances Capacity_Building Networking&Partnership_building,0,1,1,0,0,0,0,1,0,-11.6017011,34.2992182,525.6,4.6
North,Nkhatabay,TA Timbiri,Mpamba,Nkhatabay North West,Ndulinga,Msanja,Kandoli Youth Organisation (KAYO),Active,Yes,1250,1458,Climate_Change Education Health Gender&SocialP Governance,0,1,1,1,1,0,1,,,,,,,,,,,,Environment ClimateJustice_advocacy,1,0,1,0,0,0,Guidance_councelling Bursaries_Scholars,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,SRHR_YFHS SRHR_Familyplanning Peer_Education,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,Advocacy-policyAdvocacy GBV EndingChildMarriages,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,CivicParticipation Advocacy&Lobbying,0,1,1,0,0,0,0,,,,,,,,"To promote and enhance the capabilities of youth,children and women to effect positive social change that would necessitate the development of their lives communities and the nation at large.","A society that will work towards eradication of poverty, violence,conflicts vulnebility,STIs,HIV &AIDS,Illiteracy among disadvantaged grouping.",950,1150,15,25,10,8,Quarterly,Monthly,Weekly,Depend on funding,Entrepreneurship Vocational,0,0,1,0,0,1,0,0,0,0,No,No,No,Yes,Yes,No,No,Finances Regulatorybody_registration Networking&Partnership_building,0,1,0,0,1,0,0,1,0,-11.54542,34.1868168,523.8,9.9
North,Nkhatabay,TA Timbiri,Mpamba,Nkhatabay North West,Kamphomombo,Timbiri,Active initiative for development,Active,Pending,12,16,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs Creative_Industries,0,0,1,1,0,0,0,1,0,0,Environment Climatechang_adapt,1,0,0,1,0,0,Guidance_councelling Bursaries_Scholars Advocacy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,SRHR_YFHS SRHR_Familyplanning Advocacy,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,Gender_equality,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,CivicParticipation,0,1,0,0,0,0,0,AgricProd&Productivity Agribusiness,1,0,1,0,0,0,To create conducive and supportive environment for the youth and  youth clubs towards meaningful youth participation.,Envision to create safe reliant youth and Youth clubs in the area.,201,249,5,3,2,1,Quarterly,Monthly,Biannually,Bee keeping n banana farm,leadership Administration,0,1,0,0,0,0,0,1,0,0,No,Pending,No,Pending,No,No,No,Finances Regulatorybody_registration ResourseMobilisationTechiniques,0,1,0,0,1,1,0,0,0,-11.5453676,34.1867046,541.9,4.8
North,Nkhatabay,TA Malanda,Chintheche,Nkhatabay south east,Msundu,Kalambo,Youth Empowerment towards development (YETOD),Active,Yes,9,5,Economic Climate_Change Education Health Gender&SocialP,1,1,1,1,1,0,0,MSMEs IGAs,0,1,0,1,0,0,0,0,0,0,Environment,1,0,0,0,0,0,Guidance_councelling Bursaries_Scholars Advocacy,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,SRHR_Familyplanning Peer_Education WASH,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,Guidance_councelling GBV EndingChildMarriages,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,,,,,,,,,,,,,,,,"To see a transformation in youth through Imparting technical,moral,intellectual and entrepreneur skills.","To have educated,healthy,self reliant,cultured,vibrant and productive youth.",2148,3047,3,0,2,4,Biannually,Quarterly,Monthly,Fundraising,M&E Finance,0,0,0,1,0,0,1,0,0,0,Yes,Yes,Yes,Yes,Yes,No,No,Finances ResourseMobilisationTechiniques Networking&Partnership_building,0,1,0,0,0,1,0,1,0,-11.8303712,34.1673553,465.5,4.6
North,Nkhatabay,TA Fukamapiri,Tukombo,Nkhatabay south,Chavula,Chibako,Youth of Substance Organisation,Active,Pending,24,27,Economic Climate_Change Education Health Gender&SocialP Agriculture,1,1,1,1,1,1,0,MSMEs Group_Economies,0,1,1,0,0,0,0,0,0,0,Environment,1,0,0,0,0,0,Guidance_councelling,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,SRHR_YFHS SRHR_Familyplanning,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Gender_equality,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,AgricProd&Productivity,1,0,0,0,0,0,"Empowering youth and women through skills,building knowledge sharing to Foster self reliance and community advancement",Striving towards where youth and women are equality educated economically empowered and participative community development,185,254,1,3,1,0,Monthly,Bi_weekly,Monthly,Business,Health ICT,1,0,0,0,1,0,0,0,0,0,No,Yes,No,No,Yes,No,No,Finances Regulatorybody_registration Markets,0,1,0,0,1,0,1,0,0,-11.9700099,34.0669305,485,4.7
Central,Kasungu,TA Kaluluma,Kaluluma,Kasungu north,Kaluluma,Kaluluma,Young  World plant partners(YOWOP),Active,Pending,3,6,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,MSMEs Group_Economies IGAs Financial_literacy,0,1,1,1,1,0,0,0,0,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training,1,1,1,1,1,0,ECD&CBCC IEC&Media VocationalskillsTraining Arts_craft Leadership Cultural_values ICT Guidance_councelling Inclusive_Education Bursaries_Scholars Adult_Literacy Advocacy,1,0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,1,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Gender_equality Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Guidance_councelling Resource_centres Advocacy-policyAdvocacy GBV EndingChildMarriages Trad&CulturalPractices Communitypolicing,1,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,0,1,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking,1,1,1,1,1,1,0,AgricProd&Productivity Food&NutritionSecurity,1,1,0,0,0,0,"Brings together the community members at all levels to take collective action and generate solutions to common problems regarding child protection, health and water sanitation and hygiene WASH, climate change and adaptation and governance And participation.",Create a community whose children and young people understand transformative concepts and take action for a change.,2931,3035,32,40,0,0,Quarterly,Monthly,Quarterly,"Farming,selling tree seedlings,",Entrepreneurship Administration,0,0,1,0,0,0,0,1,0,0,Yes,No,No,Yes,No,No,No,Finances Capacity_Building Regulatorybody_registration,0,1,1,0,1,0,0,0,0,-12.5891996,33.5033257,0,3100
Central,Kasungu,TA Santhe,Santhe,Kasungu south,Mkhota,Mkhota,Nzotheka youth organization,Active,Pending,12,5,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,MSMEs Group_Economies IGAs,0,1,1,1,0,0,0,0,0,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training,1,1,1,1,1,0,ECD&CBCC Inclusive_Education Bursaries_Scholars Advocacy,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange PplLivngwithHIV Advocacy",1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change GBV EndingChildMarriages Communitypolicing,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,PoliticalParticipation CivicParticipation Advocacy&Lobbying HumanRightsPromotion Leadership,1,1,1,0,1,0,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness,1,1,1,0,0,0,"Advancement in accessibility of sexual reproductive health services,active participation among youths to community development,awareness of human rights and good governance.",Provision of equal opportunity among youth regardless of sex and active participation in community development.,5023,6042,2,1,0,0,Quarterly,Monthly,Monthly,Honey production and football tournaments,Entrepreneurship Finance,0,0,1,0,0,0,1,0,0,0,No,No,No,Pending,No,No,No,Finances Capacity_Building Leadership,0,1,1,0,0,0,0,0,1,-13.5778931,33.3470365,0,5000
Central,Nkhotakota,TA Malengachanzi,Linga,Nkhotakota Central,Malasa,Malasa 2,Extra Think Innovation,Active,Yes,3,2,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs,0,0,1,1,0,0,0,0,0,0,Environment Climatechange_mit Climatechang_adapt,1,1,0,1,0,0,ICT Bursaries_Scholars Advocacy,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,"HIV,AIDS,STIs SRHR_YFHS SRHR_Familyplanning Peer_Education SubstanceUse&Abuse MentalHealth PplLivngwithHIV Advocacy",1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,Women&girlsEmpowerment youth&childdev Guidance_councelling Advocacy-policyAdvocacy GBV,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,CivicParticipation Leadership,0,1,0,0,0,0,1,AgricProd&Productivity Agribusiness Advocacy,1,0,1,0,0,1,"To provide effective and sustainable solutions to challenges facing women, youth, and children, enabling them to make lasting improvements in their lives to become highly productive citizens who are reliable, independent and economically stable.",Ending all human sufferings living no one behind,890,1100,0,0,6,8,Quarterly,Monthly,Weekly,Proposal development,Entrepreneurship M&E,0,0,1,1,0,0,0,0,0,0,No,No,No,No,No,No,No,Finances Capacity_Building Regulatorybody_registration,0,1,1,0,1,0,0,0,0,-12.9176236,34.2783329,455,10.2
Central,Ntchisi,TA Malenga,Kanjiwa,Ntchisi East,Mwansangu,Mwansangu,Mwansangu Youth Organisation,Active,Yes,80,60,Economic Climate_Change Education Health Gender&SocialP Agriculture Governance,1,1,1,1,1,1,1,Group_Economies IGAs Energy Creative_Industries,0,0,1,1,0,1,0,1,0,0,Environment Climatechange_mit Climatechang_adapt Capacitybuilding&training,1,1,0,1,1,0,ECD&CBCC VocationalskillsTraining Arts_craft Leadership Cultural_values Guidance_councelling Inclusive_Education Schoolhealth_nutrition Bursaries_Scholars Advocacy,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,0,0,1,"HIV,AIDS,STIs CSEoutofschool SRHR_YFHS SRHR_Familyplanning Humanitarian_response Access_SRHR_Vulnerablegrps Maternal_Health Peer_Education SubstanceUse&Abuse SocialBehaviourChange MentalHealth PplLivngwithHIV WASH Advocacy",1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection youth&childdev Behavior_change Elderly_care Guidance_councelling Resource_centres Advocacy-policyAdvocacy GBV Communityskilldev EndingChildMarriages Trad&CulturalPractices Communitypolicing,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,1,PoliticalParticipation CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking Leadership,1,1,1,1,1,1,1,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev AgricResearch&Innovation Advocacy,1,1,1,1,1,1,"Nurturing, empowering and transforming local youths to be self-reliant, independent and key players in community and national development activities.","Being a youth organisation, that is responsible to changing needs of youths, community and nation.",2048,1156,3,0,0,0,Quarterly,Monthly,Weekly,Farming and business,Vocational Finance,0,0,0,0,0,1,1,0,0,0,No,No,No,No,No,No,No,Capacity_Building Regulatorybody_registration Networking&Partnership_building,0,0,1,0,1,0,0,1,0,-13.3703587,33.7893054,0,3700
Central,Ntchisi,TA Kalumo,Chikwatula,Ntchisi South,Mgungu,Mkakaula,Ntchisi Organisation for Youth and Development (NOYD),Active,Yes,5,3,Economic Climate_Change Health Gender&SocialP Agriculture Governance,1,1,0,1,1,1,1,Group_Economies IGAs Digital_Skills,0,0,1,1,0,0,0,0,1,0,Environment Climatechange_mit ClimateJustice_advocacy Climatechang_adapt Capacitybuilding&training,1,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,"HIV,AIDS,STIs CSEoutofschool SRHR_Fistula SRHR_YFHS SRHR_Familyplanning Access_SRHR_Vulnerablegrps Maternal_Health SubstanceUse&Abuse WASH Advocacy",1,1,1,1,1,0,1,1,0,1,0,0,0,1,1,Gender_equality children_rights Women&girlsEmpowerment Women_rights child_protection Behavior_change Advocacy-policyAdvocacy GBV EndingChildMarriages Trad&CulturalPractices TraffickingPersonsPrevention,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,0,CivicParticipation Advocacy&Lobbying DemocracyPromotion HumanRightsPromotion Networking,0,1,1,1,1,1,0,AgricProd&Productivity Food&NutritionSecurity Agribusiness Sustainabledev Advocacy,1,1,1,1,0,1,Improve living standards of young people and vulnerable communities through active participation in sustainable development,"To be an effective and model organization in child and youth development that achieves the highest level of excellence in advocacy, leadership, empowerment and participation",11971,15375,35,25,0,0,Quarterly,Quarterly,Monthly,Community Radio Station,leadership M&E,0,1,0,1,0,0,0,0,0,0,Yes,Yes,Yes,Yes,No,No,No,Finances Capacity_Building ResourseMobilisationTechiniques,0,1,1,0,0,1,0,0,0,-13.3622842,33.9152732,1399.1,1.6
